min_support,PDO,max_rules,calibrator,acc,precision,recall,f1,auc,brier,objective
0.05,50,50.0,sigmoid,0.9543325526932084,0.9861660079051383,0.9397363465160076,0.9623915139826422,0.990245637356935,0.03352560719808851,0.8667832343235465
50.0,50,50.0,sigmoid,0.9543325526932084,0.9861660079051383,0.9397363465160076,0.9623915139826422,0.990245637356935,0.03352560719808851,0.8667832343235465
10.0,50,50.0,sigmoid,0.9543325526932084,0.9861660079051383,0.9397363465160076,0.9623915139826422,0.990245637356935,0.03352560719808851,0.8667832343235465
0.05,50,100.0,isotonic,0.955503512880562,0.9731285988483686,0.9548022598870056,0.9638783269961977,0.9901581804294719,0.02763993758176839,0.8651782702582715
0.05,30,50.0,isotonic,0.9590163934426229,0.996,0.9378531073446328,0.9660523763336566,0.990152349967641,0.030472861389186867,0.8709735945165887
10.0,30,50.0,isotonic,0.9590163934426229,0.996,0.9378531073446328,0.9660523763336566,0.990152349967641,0.030472861389186867,0.8709735945165887
50.0,30,50.0,isotonic,0.9590163934426229,0.996,0.9378531073446328,0.9660523763336566,0.990152349967641,0.030472861389186867,0.8709735945165887
0.01,30,50.0,isotonic,0.9590163934426229,0.996,0.9378531073446328,0.9660523763336566,0.990152349967641,0.030472861389186867,0.8709735945165887
0.005,30,50.0,isotonic,0.9590163934426229,0.996,0.9378531073446328,0.9660523763336566,0.990152349967641,0.030472861389186867,0.8709735945165887
10.0,100,100.0,isotonic,0.9578454332552693,0.9940119760479041,0.9378531073446328,0.9651162790697675,0.9899978427291226,0.027416339180069846,0.8660120008904744
0.005,100,100.0,isotonic,0.9578454332552693,0.9940119760479041,0.9378531073446328,0.9651162790697675,0.9899978427291226,0.027416339180069846,0.8660120008904744
50.0,100,100.0,isotonic,0.9578454332552693,0.9940119760479041,0.9378531073446328,0.9651162790697675,0.9899978427291226,0.027416339180069846,0.8660120008904744
0.01,100,100.0,isotonic,0.9578454332552693,0.9940119760479041,0.9378531073446328,0.9651162790697675,0.9899978427291226,0.027416339180069846,0.8660120008904744
0.01,20,100.0,isotonic,0.9578454332552693,0.9940119760479041,0.9378531073446328,0.9651162790697675,0.9899716056508835,0.028647805117213883,0.8652851991511512
10.0,20,100.0,isotonic,0.9578454332552693,0.9940119760479041,0.9378531073446328,0.9651162790697675,0.9899716056508835,0.028647805117213883,0.8652851991511512
50.0,20,100.0,isotonic,0.9578454332552693,0.9940119760479041,0.9378531073446328,0.9651162790697675,0.9899716056508835,0.028647805117213883,0.8652851991511512
0.005,20,100.0,isotonic,0.9578454332552693,0.9940119760479041,0.9378531073446328,0.9651162790697675,0.9899716056508835,0.028647805117213883,0.8652851991511512
50.0,20,50.0,isotonic,0.9578454332552693,0.9940119760479041,0.9378531073446328,0.9651162790697675,0.9897267262539865,0.031474122842918624,0.8695146678375804
0.01,20,50.0,isotonic,0.9578454332552693,0.9940119760479041,0.9378531073446328,0.9651162790697675,0.9897267262539865,0.031474122842918624,0.8695146678375804
0.005,20,50.0,isotonic,0.9578454332552693,0.9940119760479041,0.9378531073446328,0.9651162790697675,0.9897267262539865,0.031474122842918624,0.8695146678375804
0.05,20,50.0,isotonic,0.9578454332552693,0.9940119760479041,0.9378531073446328,0.9651162790697675,0.9897267262539865,0.031474122842918624,0.8695146678375804
10.0,20,50.0,isotonic,0.9578454332552693,0.9940119760479041,0.9378531073446328,0.9651162790697675,0.9897267262539865,0.031474122842918624,0.8695146678375804
0.005,100,50.0,sigmoid,0.9543325526932084,0.9861660079051383,0.9397363465160076,0.9623915139826422,0.9896917434830013,0.03369323142474852,0.8666525780416272
10.0,100,50.0,sigmoid,0.9543325526932084,0.9861660079051383,0.9397363465160076,0.9623915139826422,0.9896917434830013,0.03369323142474852,0.8666525780416272
50.0,100,50.0,sigmoid,0.9543325526932084,0.9861660079051383,0.9397363465160076,0.9623915139826422,0.9896917434830013,0.03369323142474852,0.8666525780416272
0.05,100,50.0,sigmoid,0.9543325526932084,0.9861660079051383,0.9397363465160076,0.9623915139826422,0.9896917434830013,0.03369323142474852,0.8666525780416272
0.01,100,50.0,sigmoid,0.9543325526932084,0.9861660079051383,0.9397363465160076,0.9623915139826422,0.9896917434830013,0.03369323142474852,0.8666525780416272
50.0,30,50.0,sigmoid,0.9543325526932084,0.9861660079051383,0.9397363465160076,0.9623915139826422,0.989067884067097,0.03369072004648993,0.8665436101599397
10.0,30,50.0,sigmoid,0.9543325526932084,0.9861660079051383,0.9397363465160076,0.9623915139826422,0.989067884067097,0.03369072004648993,0.8665436101599397
0.05,30,50.0,sigmoid,0.9543325526932084,0.9861660079051383,0.9397363465160076,0.9623915139826422,0.989067884067097,0.03369072004648993,0.8665436101599397
0.01,30,50.0,sigmoid,0.9543325526932084,0.9861660079051383,0.9397363465160076,0.9623915139826422,0.989067884067097,0.03369072004648993,0.8665436101599397
0.005,30,50.0,sigmoid,0.9543325526932084,0.9861660079051383,0.9397363465160076,0.9623915139826422,0.989067884067097,0.03369072004648993,0.8665436101599397
0.005,10,50.0,isotonic,0.9590163934426229,0.9940239043824701,0.9397363465160076,0.9661181026137464,0.988479007422178,0.03184638780265287,0.8699538551627247
0.01,10,50.0,isotonic,0.9590163934426229,0.9940239043824701,0.9397363465160076,0.9661181026137464,0.988479007422178,0.03184638780265287,0.8699538551627247
0.05,10,50.0,isotonic,0.9590163934426229,0.9940239043824701,0.9397363465160076,0.9661181026137464,0.988479007422178,0.03184638780265287,0.8699538551627247
10.0,10,50.0,isotonic,0.9590163934426229,0.9940239043824701,0.9397363465160076,0.9661181026137464,0.988479007422178,0.03184638780265287,0.8699538551627247
50.0,10,50.0,isotonic,0.9590163934426229,0.9940239043824701,0.9397363465160076,0.9661181026137464,0.988479007422178,0.03184638780265287,0.8699538551627247
50.0,10,50.0,sigmoid,0.9566744730679156,0.9881422924901185,0.9416195856873822,0.9643201542912246,0.9876685732276853,0.03527909246221565,0.8661765421370898
10.0,10,50.0,sigmoid,0.9566744730679156,0.9881422924901185,0.9416195856873822,0.9643201542912246,0.9876685732276853,0.03527909246221565,0.8661765421370898
0.005,10,50.0,sigmoid,0.9566744730679156,0.9881422924901185,0.9416195856873822,0.9643201542912246,0.9876685732276853,0.03527909246221565,0.8661765421370898
0.01,10,50.0,sigmoid,0.9566744730679156,0.9881422924901185,0.9416195856873822,0.9643201542912246,0.9876685732276853,0.03527909246221565,0.8661765421370898
0.05,10,50.0,sigmoid,0.9566744730679156,0.9881422924901185,0.9416195856873822,0.9643201542912246,0.9876685732276853,0.03527909246221565,0.8661765421370898
0.1,50,50.0,isotonic,0.9590163934426229,0.996,0.9378531073446328,0.9660523763336566,0.9874615918326891,0.03305692016798059,0.8688052814029453
0.1,100,50.0,isotonic,0.9590163934426229,0.996,0.9378531073446328,0.9660523763336566,0.9874324395235347,0.033060113531661404,0.8688055482158958
0.1,30,50.0,isotonic,0.9590163934426229,0.996,0.9378531073446328,0.9660523763336566,0.987420778599873,0.032952490383889046,0.8688056504986911
0.01,20,50.0,sigmoid,0.9543325526932084,0.9861660079051383,0.9397363465160076,0.9623915139826422,0.9871729839720604,0.03402545182667317,0.866083752363794
0.005,20,50.0,sigmoid,0.9543325526932084,0.9861660079051383,0.9397363465160076,0.9623915139826422,0.9871729839720604,0.03402545182667317,0.866083752363794
10.0,20,50.0,sigmoid,0.9543325526932084,0.9861660079051383,0.9397363465160076,0.9623915139826422,0.9871729839720604,0.03402545182667317,0.866083752363794
0.05,20,50.0,sigmoid,0.9543325526932084,0.9861660079051383,0.9397363465160076,0.9623915139826422,0.9871729839720604,0.03402545182667317,0.866083752363794
50.0,20,50.0,sigmoid,0.9543325526932084,0.9861660079051383,0.9397363465160076,0.9623915139826422,0.9871729839720604,0.03402545182667317,0.866083752363794
0.1,10,50.0,isotonic,0.9566744730679156,0.9920318725099602,0.9378531073446328,0.9641819941916747,0.9869368502679097,0.03302408126462573,0.8679018934507032
0.1,20,50.0,isotonic,0.9590163934426229,0.996,0.9378531073446328,0.9660523763336566,0.9868668847259391,0.03406959806392156,0.8680172576100612
0.1,10,50.0,sigmoid,0.9566744730679156,0.9881422924901185,0.9416195856873822,0.9643201542912246,0.9865637007107333,0.03525297298440051,0.8658077142438999
0.1,30,50.0,sigmoid,0.9566744730679156,0.9881422924901185,0.9416195856873822,0.9643201542912246,0.9850740177129431,0.035493116762820076,0.8654465917350863
0.1,50,50.0,sigmoid,0.9566744730679156,0.9881422924901185,0.9416195856873822,0.9643201542912246,0.9850711024820276,0.03551582602119269,0.8654425457262973
0.1,100,50.0,sigmoid,0.9566744730679156,0.9881422924901185,0.9416195856873822,0.9643201542912246,0.9849632389381563,0.035536642053096805,0.8654122364975132
0.1,20,50.0,sigmoid,0.955503512880562,0.9861932938856016,0.9416195856873822,0.9633911368015414,0.9840361955070461,0.036289582590342304,0.8641876561924169
